symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SPCX,Space Exploration Technologies ,146.23,6.23,4.45,114897574,122147793,1926461259776
NOK,Nokia Corporation Sponsored,10.78,0.02,0.19,88768662,102361606,60179718144
INTC,Intel Corporation,103.49,0.99,0.97,86440747,122085245,547059007488
NVDA,NVIDIA Corporation,225.01,-0.15,-0.07,81442206,145977437,5449966944256
NU,Nu Holdings Ltd.,14.74,-0.49,-3.22,75693306,75497477,71204347904
PATH,"UiPath, Inc.",15.99,-0.02,-0.12,70009557,64511600,8284742656
ONDS,Ondas Inc,9.0,-0.24,-2.6,68795052,87223400,5134970880
SOFI,"SoFi Technologies, Inc.",18.31,0.02,0.11,68476445,77713854,23648651264
SNAP,Snap Inc.,5.18,-0.23,-4.25,62502118,41121330,8760403968
PLUG,"Plug Power, Inc.",2.28,-0.04,-1.72,59127392,60991782,3185605120
NKE,"Nike, Inc.",39.09,-1.64,-4.03,58242477,23496911,57989967872
SMCI,"Super Micro Computer, Inc.",38.28,-1.56,-3.92,54817441,58247087,24762298368
MARA,"MARA Holdings, Inc.",9.715,0.52,5.6,54091144,43563882,3752897792
OPEN,Opendoor Technologies Inc,3.54,-0.1,-2.75,49620677,58509169,3415167744
HL,Hecla Mining Company,18.82,0.45,2.45,44115033,32123037,12622807040
RIVN,"Rivian Automotive, Inc.",14.87,-0.49,-3.19,43584725,33042061,21529688064
RIG,Transocean Ltd (Switzerland),5.87,0.11,1.91,42543831,38564545,6556086272
KEEL,Keel Infrastructure Corp.,3.77,0.26,7.41,40858217,44615977,2328250880
IREN,IREN LIMITED,44.9,0.84,1.91,39886040,45730053,16046303232
AAL,"American Airlines Group, Inc.",14.43,-0.4,-2.7,40019499,109328275,9552226304
AMZN,"Amazon.com, Inc.",261.31,-1.34,-0.51,41504334,50010495,2818571501568
BBD,Banco Bradesco Sa,3.09,-0.05,-1.59,31731910,30993580,33655273472
GRAB,Grab Holdings Limited,3.58,-0.04,-1.1,35319875,48335461,14646860800
CRWV,"CoreWeave, Inc.",106.0,0.74,0.7,31890805,30042920,58462875648
MU,"Micron Technology, Inc.",1011.75,40.09,4.13,33067341,50030500,1142663544832
