symbol,shortName,price,changePct,volume
AXTI,AXT Inc,95.97,17.55,15238161
ARGX,argenx SE,987.84,16.04,678896
CBRS,Cerebras Systems Inc.,251.98,15.07,14717242
FIGR,"Figure Technology Solutions, In",35.755,13.76,8933920
HTHT,H World Group Limited,46.61,11.29,4508121
RUM,RUM Group Inc.,8.24,10.46,5414483
SMTC,Semtech Corporation,154.22,9.88,3733416
NBTX,Nanobiotix S.A.,42.05,9.76,522401
MESO,Mesoblast Limited,17.02,9.14,457492
SNDK,Sandisk Corporation,1786.85,8.88,17676423
CRDO,Credo Technology Group Holding ,282.82,8.82,5747881
AEHR,Aehr Test Systems,145.61,8.62,2490519
ALM,Almonty Industries Inc.,16.36,8.42,10934217
VICR,Vicor Corporation,253.5,7.99,792348
COHR,Coherent Corp.,351.22,7.79,8437882
