symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
SMLMAH,EQ,5315,180.5,   3.52,10,5647.5,5121.5,5987.9,2719,3.9744,216.5213376
UFLEX,EQ,586.05,97.65,  19.99,20,586.05,545,602.8,330,37.34414,214.202252626
VISL,EQ,38.05,1.18,   3.20,5,38.71,36,44.78,19.06,533.4291,202.96977255
KRN,EQ,1523.5,55.2,   3.76,5,1541.7,1469,1541.7,589.8,9.67802,147.88498461
CEMPRO,EQ,1330,31.2,   2.40,5,1363.7,1311,1649.2,503.3,10.01076,135.42556127999998
UTLSOLAR,EQ,466.2,42.35,   9.99,10,466.2,425.2,466.2,172,16.13583,73.258281783
QPOWER,EQ,1304,54.7,   4.38,5,1311.7,1256.1,1441,581,5.02379,65.57553087000001
SETL,EQ,309.1,10.7,   3.59,5,313.3,303.1,313.3,104.56,19.91352,61.91113367999999
DEEDEV,EQ,642.05,10.1,   1.60,5,663.5,625.2,760,183,4.12779,27.034135047000003
FLYSBS,SM,522,80.55,  18.25,20,529.7,447.95,790,355.25,4.862,25.0815994
STALLION,BE,241.3,11.45,   4.98,5,241.3,221.3,359.15,99.32,7.69781,17.989012189
PAKKA,EQ,89.28,14.88,  20.00,20,89.28,75.89,178.84,69.1,17.87278,15.509998484
STYLEBAAZA,EQ,383.5,18.25,   5.00,5,383.5,383.5,427,229.95,3.5687,13.6859645
BHAGYANGR,EQ,382.5,18.2,   5.00,5,382.5,357.3,432.3,86,2.33769,8.834598048
SHALPAINTS,BE,92.5,1.11,   1.21,5,95.95,88.25,95.95,35.21,8.37962,7.895277964
MON100,EQ,336.81,4.21,   1.27,20,336.81,336.81,342.55,198.73,2.32753,7.839353793000001
BI,EQ,92.17,15.36,  20.00,20,92.17,79.2,92.17,51.62,7.19068,6.447882756
SANGINITA,BE,56.7,2.7,   5.00,5,56.7,55.08,56.7,9.09,11.01691,6.245486279
GAYAPROJ,BE,22.2,1.04,   4.91,5,22.21,21.18,26,8.21,23.85523,5.2791623990000005
MAFANG,EQ,211.42,4.03,   1.94,20,211.42,210,211.42,149.74,2.12824,4.498886536
