symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
PERSISTENT,146799,71165,75634,106.28,565564,312413.45365,242079777755,347530.9437,35117.49005,4292
ASTRAL,42030,26220,15810,60.3,144742,125335.89932,75062292813,133367.03745,8031.13813,1370
FINNIFTY,52100,37071,15029,40.54,535457,5607.17482,860016507958,24576.39441,18969.21958,26598
SUPREMEIND,29674,21799,7875,36.13,57139,68993.33281,26213499954,71268.64486,2275.31204,3193
ABCAPITAL,31368,23371,7997,34.22,35598,139564.12939,30295972299,142549.71738,2985.58799,387
MFSL,36407,27761,8646,31.14,35549,140962.86164,8710557172,141520.35336,557.49172,1611
SAIL,63529,48445,15084,31.14,61300,402355.91881,10432073094,404455.76225,2099.84344,174
NIFTY,10048900,7813211,2235689,28.61,143704066,2522123.68027,224600536818521,7938267.09548,5416143.41521,23946
ONGC,153498,119850,33648,28.08,159780,212055.15127,64264245030,221130.50782,9075.35655,234
NESTLEIND,48534,38029,10505,27.62,46866,149025.7729,18416967285,150916.99575,1891.22285,1390
NIFTYNXT50,2576,2023,553,27.34,4732,9079.25571,7668184493,9253.50064,174.24493,71510
TVSMOTOR,119244,93840,25404,27.07,129381,289794.00945,50671085288,293420.18233,3626.17288,3479
HDFCAMC,38464,30319,8145,26.86,27224,113257.14063,10450974669,114130.57932,873.43869,2609
DRREDDY,63644,50314,13330,26.49,220495,215380.155,171986737525,230768.21775,15388.06275,1381
BHARATFORG,38779,30733,8046,26.18,59371,273177.38005,34115008200,276218.76205,3041.382,2199
KEI,24915,19760,5155,26.09,64330,151670.82071,44612611330,153751.14651,2080.3258,5475
NYKAA,38216,30654,7562,24.67,28913,176779.235,9836865437,177732.655,953.42,304
KOTAKBANK,161173,129350,31823,24.6,137892,495189.3328,61784585560,500670.4884,5481.1556,397
PHOENIXLTD,21231,17077,4154,24.33,14281,59362.89464,3584593159,59541.44623,178.55159,1929
AUBANK,49329,39807,9522,23.92,44180,233303.9237,22614655230,235334.076,2030.1523,1034
BHARTIARTL,240245,194081,46164,23.79,199210,775097.17964,98827784008,779988.50473,4891.32508,1846
MAXHEALTH,52707,42597,10110,23.73,112191,117526.86844,56177196542,122321.97636,4795.10792,1150
EICHERMOT,95223,77017,18206,23.64,128790,275170.739,69849357684,281070.96584,5900.22684,7510
FORTIS,24804,20074,4730,23.56,27347,110122.95369,9366632035,110757.65405,634.70035,963
CANBK,98567,80418,18149,22.57,67543,354144.9681,23760348570,357478.0128,3333.0447,126
MCX,91442,74915,16527,22.06,158287,358176.73048,185970695970,373550.77768,15374.0472,2905
UPL,46938,38568,8370,21.7,41288,156805.98477,17361398931,159263.96208,2457.97731,574
GRASIM,82310,67734,14576,21.52,47039,253987.6695,11303270495,254663.17445,675.50495,3110
SUNPHARMA,137853,114064,23789,20.86,130175,257217.85547,60156216197,260110.47744,2892.62197,1873
GMRAIRPORT,47436,39296,8140,20.71,48390,138059.13658,23979454056,141230.01064,3170.87406,109
HEROMOTOCO,92313,76821,15492,20.17,124436,240041.00535,68749859395,246151.1743,6110.16895,4844
PAYTM,58884,49030,9854,20.1,58094,175069.16243,30362474186,178598.06179,3528.89936,1132
APLAPOLLO,27152,22751,4401,19.34,16930,63557.11078,4474828386,63962.84464,405.73386,1789
GODREJCP,36866,30897,5969,19.32,26967,60660.25155,8035804020,61343.19175,682.9402,1023
BAJFINANCE,182644,153511,29133,18.98,121384,480235.90687,41808754410,484574.77597,4338.8691,987
CIPLA,83193,70089,13104,18.7,182425,145098.31633,90630695194,153724.82578,8626.50944,1450
MARICO,26610,22426,4184,18.66,37825,135692.1954,24905120412,138382.73952,2690.54412,840
DLF,96132,81237,14895,18.34,65606,226801.02264,13060005239,228158.84378,1357.82114,613
DIVISLAB,75647,63947,11700,18.3,183765,183575.54202,104112799787,186309.33989,2733.79787,6547
CGPOWER,44704,37813,6891,18.22,42515,134581.13809,21095158024,136414.86834,1833.73024,960
CUMMINSIND,41456,35080,6376,18.18,37060,174926.83902,24364363748,176366.0765,1439.23748,5550
MPHASIS,36628,31020,5608,18.08,26949,86001.44957,8171265382,86602.52339,601.07382,2210
BHEL,76765,65171,11594,17.79,100122,378409.34355,70666240785,387082.02015,8672.6766,413
NTPC,185815,157769,28046,17.78,126085,383040.9705,29822090970,386561.8302,3520.8597,355
POWERGRID,82580,70145,12435,17.73,46290,136061.48045,11872999718,137244.60513,1183.12468,287
SBILIFE,42024,35763,6261,17.51,30482,109788.8025,9319131078,110580.18828,791.38578,1763
LODHA,47435,40469,6966,17.21,51178,112670.73071,12786726207,113818.37778,1147.64707,939
HAVELLS,38580,32934,5646,17.14,23840,82255.1128,5883964695,82849.85975,594.74695,1153
WAAREEENER,76592,65498,11094,16.94,249750,194514.41131,113041824411,202032.11792,7517.70661,2886
SONACOMS,25474,21816,3658,16.77,20661,99439.93948,5740201603,100322.59926,882.65978,619
TORNTPHARM,42269,36296,5973,16.46,551598,139452.5106,291421458022,143477.71582,4025.20522,4648
GLENMARK,59678,51470,8208,15.95,80509,177743.93763,49448823251,181475.07015,3731.13251,2181
BLUESTARCO,22494,19428,3066,15.78,18530,48483.28381,4893712229,48892.5761,409.29229,1647
YESBANK,81512,70456,11056,15.69,52198,215115.71751,19914416634,218648.03685,3532.31934,25
OBEROIRLTY,31765,27491,4274,15.55,23205,76934.70211,6756833489,77866.957,932.25489,1758
BEL,181312,157016,24296,15.47,160481,325745.82627,62922002061,332820.10938,7074.28311,413
LAURUSLABS,42847,37112,5735,15.45,63092,227548.20424,57037997372,233814.11796,6265.91372,1487
PATANJALI,46194,40026,6168,15.41,41917,104314.84379,7220083798,107373.21052,3058.36673,412
ETERNAL,161436,139926,21510,15.37,102354,332122.24086,31714455186,336028.45148,3906.21061,259
FEDERALBNK,69700,60629,9071,14.96,39580,201655.3445,12074051175,203376.98125,1721.63675,325
ICICIPRULI,36992,32211,4781,14.84,18727,57282.0717,2904268084,57532.78629,250.71459,488
TATAPOWER,101038,87983,13055,14.84,71291,160217.2351,25367694929,164565.37939,4348.14429,386
TATACONSUM,54150,47154,6996,14.84,40252,116660.61407,13389458412,117888.15819,1227.54412,1114
SHREECEM,25575,22312,3263,14.62,24335,78122.38485,7631514186,78456.46421,334.07936,25280
MIDCPNIFTY,204537,178470,26067,14.61,1436497,257539.97876,2462324889033,325005.7191,67465.74033,14367
JSWSTEEL,91866,80177,11689,14.58,45324,262328.22351,11996828102,263495.28953,1167.06602,1231
CHOLAFIN,45830,40034,5796,14.48,35935,186878.44025,21177727762,189885.84287,3007.40262,1787
PIIND,39333,34386,4947,14.39,46870,79236.08152,13779199859,80731.29011,1495.20859,2567
RADICO,9184,8037,1147,14.27,11595,20813.21236,4571559714,21172.1845,358.97214,3865
VBL,87771,76850,10921,14.21,50642,182129.5842,12651922837,183202.17382,1072.58962,503
ULTRACEMCO,95607,83716,11891,14.2,68108,184311.16131,21036221575,185596.52706,1285.36575,11344
DABUR,44384,38950,5434,13.95,23766,73282.964,5530886162,73972.26312,689.29912,426
BANKNIFTY,1925991,1693432,232559,13.73,21160694,1023246.15492,36762653047332,2043795.85824,1020549.70332,57727
NAUKRI,64913,57088,7825,13.71,43997,106393.64107,8118785496,106976.87104,583.22996,988
INDIANB,30969,27244,3725,13.67,35638,136586.825,16137333790,138088.0504,1501.2254,819
ABB,40877,35975,4902,13.63,59070,154968.79767,36700463020,157772.99037,2804.1927,7047
POLICYBZR,47139,41488,5651,13.62,44438,114535.93644,14124385905,116881.31549,2345.37905,1627
INDUSINDBK,93784,82574,11210,13.58,47792,186121.50438,12245130625,187517.33063,1395.82625,912
ICICIBANK,358470,315648,42822,13.57,295909,930627.89106,195304448066,942848.52172,12220.63066,1388
BANKINDIA,30547,26907,3640,13.53,17348,80287.23768,5023131100,80955.28948,668.0518,142
PNB,74567,65701,8866,13.49,47036,231612.288,17582956960,233618.1776,2005.8896,107
NHPC,53129,46826,6303,13.46,47711,88606.39998,16388392959,90135.59258,1529.19259,81
SHRIRAMFIN,95506,84186,11320,13.45,87137,252074.8522,49675207147,257411.79618,5336.94397,1034
360ONE,21563,19054,2509,13.17,9546,33165.2001,1962206410,33305.0642,139.8641,1090
BANKBARODA,82939,73388,9551,13.01,45329,194431.70214,17391833140,196036.98192,1605.27978,273
DMART,41600,36822,4778,12.98,49051,101934.38511,21913444483,103064.67994,1130.29483,4347
IDEA,142271,126225,16046,12.71,87254,533266.77681,37296097430,540174.97137,6908.19455,14
