symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
CMCSA,Comcast Corporation,24.22,1.05,4.53,133879890,31943458,86519373824
AAL,"American Airlines Group, Inc.",17.92,0.05,0.28,120171876,83113983,11852021760
NVDA,NVIDIA Corporation,194.97,2.44,1.27,146600013,160883770,4722368446464
INTC,Intel Corporation,131.72,3.4,2.65,105041639,136012869,662024683520
NOK,Nokia Corporation Sponsored,13.03,0.02,0.15,93417136,112537338,72740421632
SMCI,"Super Micro Computer, Inc.",28.15,-2.48,-8.1,87654934,48930040,18209474560
OPEN,Opendoor Technologies Inc,4.6,0.23,5.26,77950102,38927341,4437788672
SOFI,"SoFi Technologies, Inc.",18.19,0.34,1.9,76249204,70644750,23333064704
T,AT&T Inc.,21.82,-0.9,-3.96,84845450,43173509,151612751872
SPCX,Space Exploration Technologies ,164.19,10.96,7.15,79159072,203484330,2163069812736
AMZN,"Amazon.com, Inc.",240.14,7.45,3.2,74685016,49895869,2583212326912
SNAP,Snap Inc.,4.42,0.01,0.23,58324221,51776283,7324651520
MU,"Micron Technology, Inc.",1145.28,12.95,1.14,59870891,52227241,1293471449088
GRAB,Grab Holdings Limited,3.74,0.19,5.35,55560142,53730054,15296600064
VZ,Verizon Communications Inc.,44.1,-2.44,-5.24,53798611,24484246,184142135296
FRSH,Freshworks Inc.,10.21,0.36,3.65,52973675,13330004,2822392832
TSLA,"Tesla, Inc.",411.84,32.13,8.46,57182542,56654104,1546757210112
MARA,"MARA Holdings, Inc.",14.03,-0.51,-3.51,50281556,43250279,5349224960
ONDS,Ondas Inc,8.02,0.19,2.43,55800186,67330732,4222857216
AAPL,Apple Inc.,281.74,-2.04,-0.72,63825743,52377906,4138015391744
PATH,"UiPath, Inc.",10.68,0.15,1.42,48464548,36523817,5533524480
PFE,"Pfizer, Inc.",24.37,0.08,0.33,46147517,38948662,138895458304
BB,BlackBerry Limited,12.48,1.08,9.47,46452871,30693961,7314532864
JOBY,"Joby Aviation, Inc.",8.63,-0.2,-2.27,47668114,31487398,8488838144
BBD,Banco Bradesco Sa,3.49,0.03,0.87,45821699,31838830,36891783168
