symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
HDFCBANK,HDFCBANKEQN,797.05,0.09,46695977,46695977,37323627456.33,796.3,19-Jun-2026,,1020.5,726.65,0.75,800,798.9,805.9,793.3,2026-06-29 16:00:25
PERSISTENT,PERSISTENTEQN,4292,-11.35,6170867,6170867,27092019098.77,4841.5,27-Jan-2026,,6599,4265,-549.5,4500,4298.5,4512,4265,2026-06-29 16:00:25
MCX,MCXEQN,2905,2.59,8791691,8791691,25384249424.3,2831.7,02-Jan-2026,,3480,1460.8,73.3,2822,2914.5,2940,2809,2026-06-29 16:00:25
RAMCOSYS,RAMCOSYSEQN,832,17.22,30482382,30482382,23444609643.84,709.8,01-Aug-2022,,836.9,342.1,122.2,714.9,793.2,836.9,714.9,2026-06-29 16:00:25
BHARTIARTL,BHARTIARTLEQN,1846,-0.25,10940130,10940130,20135856271.5,1850.7,18-Jul-2025,,2174.5,1740.5,-4.7,1837.1,1841.1,1849.8,1833.1,2026-06-29 16:00:25
BAJFINANCE,BAJFINANCEEQN,987.95,0.77,19875760,19875760,19552182627.2,980.4,30-Jun-2026,,1102.5,787.9,7.55,975.3,982.05,992.3,975.3,2026-06-29 16:00:25
GVT&D,GVT&DEQN,4925,-2.34,3832922,3832922,18893239122.4,5043,21-Aug-2026,,5650,2265,-118,5057,4956.5,5079,4721.5,2026-06-29 16:00:25
BHEL,BHELEQN,413.9,2.78,45313478,45313478,18616589301.52,402.7,01-Aug-2025,,424.9,205.12,11.2,402.7,413.75,416.4,393.85,2026-06-29 16:00:25
ICICIBANK,ICICIBANKEQN,1388,0.04,13249405,13249405,18407530860.55,1387.5,12-Aug-2025,,1500,1187.6,0.5,1390,1387.6,1402,1383.2,2026-06-29 16:00:25
LAURUSLABS,LAURUSLABSEQN,1487.6,2.59,12321744,12321744,18392420833.92,1450,08-May-2026,,1531.2,663.05,37.6,1450,1500.3,1531.2,1450,2026-06-29 16:00:25
MARUTI,MARUTIEQN,13472,-1.99,1358592,1358592,18292503851.52,13745,07-Aug-2026,,17370,12201,-273,13740,13412,13840,13371,2026-06-29 16:00:25
RELIANCE,RELIANCEEQN,1302.3,-1.2,13757656,13757656,17925262732.08,1318.1,05-Jun-2026,,1611.8,1253.2,-15.8,1308,1301,1313.7,1292.6,2026-06-29 16:00:25
NTPC,NTPCEQN,355,0.84,49895302,49895302,17756241122.74,352.05,06-Feb-2026,,414.4,315.55,2.95,352,356.1,357.9,351.55,2026-06-29 16:00:25
SBIN,SBINEQN,1038.95,-0.62,16818246,16818246,17446071123.18,1045.4,15-May-2026,,1234.7,786.55,-6.45,1044.45,1036.1,1046.4,1030.85,2026-06-29 16:00:25
EICHERMOT,EICHERMOTEQN,7510,-1.16,2326377,2326377,17300893528.68,7598,01-Aug-2025,,8230,5353,-88,7551,7426,7606.5,7375,2026-06-29 16:00:25
AXISBANK,AXISBANKEQN,1368,-0.67,12602010,12602010,17296762805.4,1377.2,10-Jul-2026,,1418.3,1042.5,-9.2,1392.6,1356.8,1392.6,1352.2,2026-06-29 16:00:25
ADANIPOWER,ADANIPOWEREQN,225.65,-1.58,72715673,72715673,16493368949.86,229.27,22-Sep-2025,,254.2,109.75,-3.62,228.12,227.05,228.6,224.53,2026-06-29 16:00:25
VEDL,VEDLEQN,285,4.22,57647547,57647547,16173019310.85,273.45,30-Apr-2026,,795,268.7,11.55,270.5,284.55,287.4,270.5,2026-06-29 16:00:25
HEROMOTOCO,HEROMOTOCOEQN,4844.4,-1.06,3355142,3355142,16172455468.4,4896.1,24-Jul-2026,,6388.5,4190,-51.7,4859,4813.6,4925.4,4786,2026-06-29 16:00:25
BHARATFORG,BHARATFORGEQN,2199.4,2.52,7505450,7505450,16154430362,2145.3,03-Jul-2026,,2238,1100.5,54.1,2145.3,2170.9,2238,2096.1,2026-06-29 16:00:25
