symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
SCHNEIDER,EQ,1432,96.7,   7.24,10,1468.8,1320,1468.8,571.85,15.34958,219.026226936
OMAXE,EQ,83.99,6.51,   8.40,20,92.97,76.99,110,62.5,204.12238,182.99571367000001
CPPLUS,EQ,3736.4,177.9,   5.00,5,3736.4,3510.7,3740,1015,4.3187,158.25098784000002
BLISSGVS,EQ,531,39.05,   7.94,10,541.1,491.9,541.1,118,28.18976,147.48318636800002
VISL,BE,32.42,1.54,   4.99,5,32.42,31.5,32.42,19.06,209.1349,67.42509176
TIRUPATIFL,EQ,58.03,9.67,  20.00,20,58.03,49.1,58.03,30.11,50.11156,28.353120648
IBULLSLTD,BE,26.98,1.23,   4.78,5,27.03,25.74,28.65,8.9,103.51905,27.888032069999998
KRN,BE,1250.5,59.5,   5.00,5,1250.5,1156,1405,589.8,2.247,27.4623846
SUMEETINDS,EQ,28.56,1.36,   5.00,5,28.56,27.21,34.91,11.72,87.13764,24.198122628
VENUSREM,BE,1942,-5,  -0.26,5,2044.3,1855.1,2044.3,416,0.93089,18.583915603999998
MON100,EQ,324.22,-1.6,  -0.49,20,324.22,324.22,342.55,183.15,4.62412,14.992321863999999
AQYLON,EQ,40.05,0.5,   1.26,5,41.52,38.01,224.7,38.01,35.70951,14.258807343
ACSTECH,EQ,44.98,0.15,   0.33,5,47.07,43.21,47.07,31.71,27.10905,12.34003956
BHAGYANGR,BE,411.75,19.6,   5.00,5,411.75,402,415.2,76.84,1.7687,7.24689451
INDOTECH,BE,3081.9,146.7,   5.00,5,3081.9,3081.9,3081.9,1100,0.22301,6.87294519
NAMOEWASTE,ST,301.4,14.35,   5.00,5,301.4,290,301.4,127,1.32,3.958548
VIPULLTD,EQ,13.62,0.64,   4.93,5,13.62,12.55,13.69,7.38,25.52984,3.4567403359999997
MAFANG,EQ,185.08,-1.49,  -0.80,20,185.08,185.08,208.38,132.86,1.57057,2.9068109559999997
MAHKTECH,EQ,21.78,0.36,   1.68,20,21.78,21.66,35.59,20.51,12.60208,2.743472816
EMPOWER,BE,2.38,0.11,   4.85,5,2.38,2.3,2.82,1.3,95.98894,2.236542302
LIKHITHA,BE,270.48,12.88,   5.00,5,270.48,270.48,298.7,131.45,0.68481,1.852274088
MASPTOP50,EQ,76.21,-0.3,  -0.39,20,76.21,76.21,82.78,53.26,1.878,1.4312238
AVADHSUGAR,BE,467.8,21.95,   4.92,5,468.1,443.5,531.9,306.05,0.30645,1.42309251
UNIHEALTH,ST,603.75,28.75,   5.00,5,603.75,555.25,603.75,133.65,0.215,1.2582015
ACCPL,ST,156.6,7.45,   4.99,5,156.6,153.95,158.15,53.8,0.756,1.1687004
EPWINDIA,ST,200.9,9.55,   4.99,5,200.9,195,200.9,98,0.54,1.083564
PREMIERPOL,BE,65.82,3.13,   4.99,5,65.82,61.6,68.87,38,1.59771,1.037233332
ONYX,ST,38.9,1.85,   4.99,5,38.9,38.85,54.7,24.2,2.44,0.948916
SHIVALIK,BE,223.5,10.6,   4.98,5,223.5,215.95,651,206.4,0.42382,0.939778468
BAFNAPH,BE,204.41,9.73,   5.00,5,204.41,200.99,213.36,76,0.41321,0.8443119929999999
TERASOFT,EQ,408.6,0.05,   0.01,5,428.95,402.25,598,270.45,0.17505,0.7313238900000001
GRADIENTE,EQ,2.86,-0.11,  -3.70,5,3.11,2.86,9.4,2.08,23.10476,0.702384704
SATKARTAR,ST,145,5.8,   4.17,5,146.15,142,219.8,124,0.448,0.6465088
CPS,SM,1084.15,51.6,   5.00,5,1084.15,1060,1349.25,660,0.0585,0.6327477
MONQ50,EQ,144.36,0.58,   0.40,20,144.36,144.36,147.03,72.18,0.42696,0.616359456
BLUEWATER,ST,360.9,15.9,   4.61,5,362.25,350.05,362.25,125.4,0.17,0.608209
APEXECO,ST,265,11,   4.33,5,266.7,241.5,266.7,102.05,0.208,0.5469776
SSFL,ST,267.1,12.7,   4.99,5,267.1,267.1,267.1,86,0.195,0.520845
ATMASTCO,ST,169.55,-0.2,  -0.12,5,178.2,169.55,268,98,0.2,0.3479
HITECHGEAR,BE,669.8,28.15,   4.39,5,673.7,635.2,897.45,521.25,0.05205,0.345835815
EMAMIREAL,BE,84.94,1.52,   1.82,5,87.59,80.65,129,48.2,0.32451,0.266714769
BNAGROCHEM,BE,289.9,13.8,   5.00,5,289.9,269,394.8,224,0.09216,0.26373427200000005
MODINATUR,BE,419.8,19.95,   4.99,5,419.8,410.95,524.8,252.3,0.0592,0.24635487999999997
CHETANA,ST,48,1.95,   4.23,5,48.35,47,92,30.1,0.512,0.2459648
PILITA,BE,8.84,0.41,   4.86,5,8.85,8.08,16.05,6.2,2.79134,0.24452138399999998
