symbol,shortName,price,changePct,volume
OUST,"Ouster, Inc.",54.07,28.68,9943283
IRDM,Iridium Communications Inc,54.59,25.44,12655518
SLS,"SELLAS Life Sciences Group, Inc",15.45,24.7,31947603
FCEL,"FuelCell Energy, Inc.",29.8,24.17,20998917
VSAT,"ViaSat, Inc.",76.69,23.79,4637701
ASTS,"AST SpaceMobile, Inc.",86.77,21.44,32117391
CBRS,Cerebras Systems Inc.,216.16,19.04,13229932
ALAB,"Astera Labs, Inc.",455.96,16.39,6193428
RKLB,Rocket Lab Corporation,98.01,15.93,41915040
GLW,Corning Incorporated,255.69,15.67,21793293
PL,Planet Labs PBC,31.28,15.55,12691220
OC,Owens Corning Inc,156.05,15.26,4903716
ALGM,"Allegro MicroSystems, Inc.",66.37,14.65,6945980
RBLX,Roblox Corporation,54.34,14.26,16910113
ERAS,"Erasca, Inc.",18.29,14.24,7983642
