symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
T,AT&T Inc.,23.04,0.78,3.5,187232347,56114213,160089735168
ONDS,Ondas Inc,8.0,0.34,4.44,171868206,81667237,4558708736
SMCI,"Super Micro Computer, Inc.",30.56,5.06,19.84,162073657,51446565,19768438784
AAL,"American Airlines Group, Inc.",14.79,-0.49,-3.21,118238137,106490873,9781885952
NVDA,NVIDIA Corporation,212.06,4.77,2.3,128176151,157007757,5136305356800
PATH,"UiPath, Inc.",10.7,-1.34,-11.13,103941940,54909252,5543886848
OPEN,Opendoor Technologies Inc,4.38,-0.1,-2.23,95417654,54435963,4225546496
NU,Nu Holdings Ltd.,14.51,0.12,0.83,94354543,68702952,70090334208
SOFI,"SoFi Technologies, Inc.",17.07,-0.57,-3.23,89319456,77947695,21896392704
NOK,Nokia Corporation Sponsored,10.28,-0.35,-3.29,85741086,114035642,57388449792
SPCX,Space Exploration Technologies ,115.26,-8.28,-6.7,90188695,125046526,1518456799232
INTC,Intel Corporation,102.62,-2.83,-2.68,76785571,135113186,515768123392
F,Ford Motor Company,14.42,0.15,1.05,61830715,61840875,57459269632
CDE,"Coeur Mining, Inc.",15.84,0.54,3.53,49532390,29966000,16323666944
RIG,Transocean Ltd (Switzerland),5.3,0.06,1.15,42522582,35675570,5865829888
MARA,"MARA Holdings, Inc.",12.41,0.16,1.31,42432659,44441039,4731566592
NFLX,"Netflix, Inc.",68.53,-0.14,-0.2,44662255,42650293,285354786816
AMC,"AMC Entertainment Holdings, Inc",2.25,0.05,2.27,41150514,42340924,2008360320
JOBY,"Joby Aviation, Inc.",7.63,-0.03,-0.39,39808503,40038888,7505195520
SMR,NuScale Power Corporation,8.68,-0.03,-0.34,37753435,33182106,3004198400
SOUN,"SoundHound AI, Inc.",6.46,-0.09,-1.45,36805691,29122650,2814455296
BBD,Banco Bradesco Sa,3.73,0.07,1.91,36333572,30806698,39428755456
ACHR,Archer Aviation Inc.,5.18,-0.1,-1.89,36917717,43624567,3951640064
HL,Hecla Mining Company,15.69,0.4,2.62,36189026,25659663,10523476992
BMNR,"BitMine Immersion Technologies,",17.74,0.51,2.96,35004321,36841481,10701235200
