symbol,shortName,price,changePct,volume
SMCI,"Super Micro Computer, Inc.",30.56,19.84,162073657
ARWR,"Arrowhead Pharmaceuticals, Inc.",88.7,19.03,6988383
WEGZY,Weg SA,9.25,10.78,28481
NG,Novagold Resources Inc.,6.21,10.3,25106960
WAB,Westinghouse Air Brake Technolo,290.0,10.04,3262143
PAG,"Penske Automotive Group, Inc.",214.57,9.93,2452818
DELL,Dell Technologies Inc.,441.8,9.32,7151847
RIOT,"Riot Platforms, Inc.",23.38,8.79,27820342
AYA,Aya Gold & Silver Inc.,20.9,8.52,769930
EQT,EQT Corporation,54.01,8.45,17794788
PLSE,"Pulse Biosciences, Inc",32.76,8.26,589498
CIFR,Cipher Digital Inc.,24.46,6.86,24331002
NRG,"NRG Energy, Inc.",139.98,6.37,2579015
EQNR,Equinor ASA,39.96,6.3,5199195
SKM,"SK Telecom Co., Ltd.",33.94,6.23,2250175
