symbol,regPrice,postPrice,postChange,direction
NOW,95.46,99.9,4.65,UP
TSLA,374.01,358.4,-4.17,DOWN
GOOGL,342.09,331.09,-3.22,DOWN
TXN,294.19,285.1,-3.09,DOWN
