symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
DATAPATTNS,DATAPATTNSEQN,4746.7,11.85,6972637,6972637,32329537893.31,4243.9,24-Jul-2026,,4955.9,2131,502.8,4299,4782.8,4804,4235.4,2026-07-22 16:00:29
BANDHANBNK,BANDHANBNKEQN,174.1,-16.63,156943419,156943419,28011261423.12,208.83,14-Aug-2025,,220.76,134.25,-34.73,187.95,173.5,192.22,169.56,2026-07-22 16:00:29
BLUESTONE,BLUESTONEEQN,780,7.05,29503987,29503987,23469831578.76,728.65,,,869.5,399.8,51.35,722.7,776.05,869.5,704.05,2026-07-22 16:00:29
M&MFIN,M&MFINEQN,376.45,7.6,54586010,54586010,20456107247.5,349.85,13-Jul-2026,,412.2,246.35,26.6,362.25,378.15,384.5,361.1,2026-07-22 16:00:29
KALYANKJIL,KALYANKJILEQN,594.9,3.1,32800326,32800326,19527346080.84,577,04-Sep-2025,,617.7,327.05,17.9,577,596.1,601.5,576,2026-07-22 16:00:29
ETERNAL,ETERNALEQN,289.5,1.01,65944414,65944414,18778990774.78,286.6,,,368.45,212.6,2.9,287.8,284.4,291.35,275.55,2026-07-22 16:00:29
HDFCBANK,HDFCBANKEQN,753.9,-0.99,23385446,23385446,17622102833.3,761.45,19-Jun-2026,,1020.5,726.65,-7.55,760.25,753.15,761.35,750.35,2026-07-22 16:00:29
HSCL,HSCLEQN,766,-4.36,21308321,21308321,16911135878.44,800.9,22-May-2026,,819.5,418.5,-34.9,819,768.25,819,759,2026-07-22 16:00:29
BAJAJ-AUTO,BAJAJ-AUTOEQN,11019,5.92,1448948,1448948,15681457072.2,10403.5,24-Jun-2026,,11031,7858.5,615.5,10610,10998.5,11031,10575,2026-07-22 16:00:29
RELIANCE,RELIANCEEQN,1284,-1.51,10840383,10840383,13994934453,1303.7,05-Jun-2026,,1611.8,1253.2,-19.7,1302,1288.6,1304.6,1280.7,2026-07-22 16:00:29
BHARTIARTL,BHARTIARTLEQN,1948,-0.02,6589708,6589708,12824494327.12,1948.4,24-Jul-2026,,2174.5,1740.5,-0.4,1942.4,1949,1956,1939.5,2026-07-22 16:00:29
TVSMOTOR,TVSMOTOREQN,3917,3.3,3225267,3225267,12659366491.02,3792,30-Mar-2026,,3970,2728.7,125,3850.7,3907.6,3965,3828,2026-07-22 16:00:29
HFCL,HFCLEQN,217.95,-0.01,55935312,55935312,12419876676.48,217.97,08-Sep-2025,,229.5,59.82,-0.02,222,217.9,228,214.11,2026-07-22 16:00:29
ICICIBANK,ICICIBANKEQN,1439.7,-1.6,8345136,8345136,12057469749.6,1463.1,12-Aug-2025,,1500,1187.6,-23.4,1466.4,1440.7,1466.4,1438.4,2026-07-22 16:00:29
SBIN,SBINEQN,1025,-1.86,11227214,11227214,11509353887.82,1044.4,15-May-2026,,1234.7,786.55,-19.4,1044.4,1025,1044.4,1019.2,2026-07-22 16:00:29
AXISBANK,AXISBANKEQN,1233.5,-1.96,8358923,8358923,10358210203.14,1258.2,10-Jul-2026,,1418.3,1042.5,-24.7,1258.2,1238.4,1258.2,1230.5,2026-07-22 16:00:29
ADANIPOWER,ADANIPOWEREQN,217.05,-1.51,45613497,45613497,9943286211.03,220.37,22-Sep-2025,,254.2,110.45,-3.32,220.37,216.95,221.7,211.9,2026-07-22 16:00:29
NESTLEIND,NESTLEINDEQN,1500,3.31,6542494,6542494,9733922573.2,1451.9,10-Jul-2026,,1510,1084.7,48.1,1460.3,1493.6,1510,1454,2026-07-22 16:00:29
SBIFUNDS,SBIFUNDSEQN,583.1,-4.37,15289956,15289956,9047678563.44,609.75,,,624.95,583,-26.65,609,584.7,609,583,2026-07-22 16:00:29
CYIENTDLM,CYIENTDLMEQN,696,11.72,12932202,12932202,9016201912.38,623,20-Jun-2024,,734.95,265.2,73,623,698.15,734.95,621.1,2026-07-22 16:00:29
