symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
AAL,"American Airlines Group, Inc.",17.57,0.14,0.77,203324488,78648482,11620537344
NVDA,NVIDIA Corporation,195.74,-3.17,-1.59,138840761,161737354,4741018419200
INTC,Intel Corporation,132.87,0.96,0.73,122260596,134882035,667804565504
AAPL,Apple Inc.,275.15,-18.02,-6.15,102383867,47874512,4041225797632
SOFI,"SoFi Technologies, Inc.",17.3,-0.02,-0.09,87503338,69593687,22191423488
MU,"Micron Technology, Inc.",1213.56,165.64,15.81,79552392,51095566,1368572952576
NOK,Nokia Corporation Sponsored,13.98,0.17,1.23,72968544,110692777,78043824128
BB,BlackBerry Limited,10.34,1.72,19.95,70161578,28848425,6059874816
AMZN,"Amazon.com, Inc.",227.01,-7.36,-3.14,76001063,46292070,2441971499008
SPCX,Space Exploration Technologies ,153.0,-1.35,-0.87,61613572,230667500,2015650643968
MSFT,Microsoft Corporation,352.83,-12.62,-3.45,62728991,36278882,2620974694400
PLTR,Palantir Technologies Inc.,107.27,-6.24,-5.5,59167305,44347740,257159643136
JOBY,"Joby Aviation, Inc.",8.87,-0.41,-4.42,53915834,30498985,8724912128
F,Ford Motor Company,14.11,0.27,1.95,53559586,57780151,56224014336
TECH,Bio-Techne Corp,70.7,11.82,20.08,51348792,2732245,11069410304
BBD,Banco Bradesco Sa,3.35,-0.02,-0.59,49572692,31141438,35411886080
PATH,"UiPath, Inc.",9.93,-0.38,-3.69,48998008,35238930,5144934400
RKT,"Rocket Companies, Inc.",14.78,0.05,0.34,48672989,26470898,41818972160
PFE,"Pfizer, Inc.",23.67,-0.37,-1.54,48843096,37981525,134905847808
KEEL,Keel Infrastructure Corp.,5.87,-0.24,-4.01,50667069,43568693,3544474112
ONDS,Ondas Inc,7.675,-0.0,-0.07,47045056,66635348,4041200384
MSTR,Strategy Inc,85.33,-8.89,-9.44,44502644,18998217,30528387072
MARA,"MARA Holdings, Inc.",13.88,-0.12,-0.89,45884308,44124077,5292034560
PLUG,"Plug Power, Inc.",2.57,-0.04,-1.53,46411844,74196016,3585327360
SNAP,Snap Inc.,4.34,-0.19,-4.19,45145239,52875304,7192078848
