symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DHOOTTRANS,EQ,1398.55,92.8,   7.11,10,1436.3,1272,1436.3,1131,169.93686,2339.741669538
MILKYMIST,EQ,199.65,18.15,  10.00,10,199.65,190,199.65,165,293.68751,580.0622010010001
STYLEBAAZA,EQ,422.75,20.1,   4.99,5,422.75,410,427,229.95,31.47338,131.687769258
IDEAFORGE,EQ,826.1,-8.75,  -1.05,5,876.55,820.05,992.25,366,10.65873,90.907242297
KRN,EQ,1503.6,-18.5,  -1.22,5,1598.2,1461.1,1598.2,589.8,5.73007,88.891721924
BLISSGVS,BE,573.8,27.3,   5.00,5,573.8,554.1,573.8,118,10.30454,58.931664260000005
SUDEEPPHRM,EQ,1157,52.9,   4.79,5,1159.3,1098.55,1159.3,524.05,4.53138,51.991241568
MON100,EQ,336.38,0.05,   0.01,20,336.38,327.92,342.55,198.73,9.66987,32.522673771
MAFANG,EQ,207.1,-2.33,  -1.11,20,208.03,206.25,211.42,149.74,4.80833,9.992190573
MODISONLTD,BE,390.1,16.2,   4.33,5,392.55,375,392.55,114,2.02733,7.885097301999999
SALSTEEL,EQ,79.22,7.2,  10.00,10,79.22,72.07,79.22,15.28,9.23773,7.113975873
SIGMAADV,EQ,691.35,32.9,   5.00,5,691.35,691.35,721.5,109.45,0.89369,6.1785258149999995
HEXAGON,BE,69.5,3.09,   4.65,5,69.73,66.99,78.25,48.1,8.32383,5.765084658
AQYLON,EQ,24,1.14,   4.99,5,24,22.99,224.7,20.87,22.59682,5.382562524
MENONBE,BE,265.87,12.66,   5.00,5,265.87,265.87,265.87,101.5,1.33168,3.5405376159999995
INVPRECQ,BE,1309,52.5,   4.18,5,1319.3,1270,1319.3,551,0.24346,3.202935414
EEPL,SM,142,3.5,   2.53,10,152.35,139,232.8,91,2.12,3.134844
GULFPETRO,BE,65.42,3.11,   4.99,5,65.42,63.69,65.88,23.25,4.74381,3.092489739
GATECH,BE,0.84,0.04,   5.00,5,0.84,0.83,0.93,0.4,257.02408,2.133299864
FRESHARA,ST,370,17.05,   4.83,5,370.55,357.1,388.75,130,0.576,2.1181824
MONQ50,EQ,151.65,0.45,   0.30,20,151.65,151.2,151.65,79.02,1.34519,2.039442559
SPECTRUM,BE,2305,73.7,   3.30,5,2342.8,2260,2637.2,1050,0.08682,2.006783526
VHLTD,BE,133.89,4.15,   3.20,5,136.22,128,155.36,103,1.49033,2.006133213
BLUEWATER,ST,408.6,19.45,   5.00,5,408.6,399.8,490.5,128,0.49,1.998759
GRADIENTE,EQ,2.84,0.04,   1.43,5,2.94,2.71,9.4,2.08,62.46832,1.8115812800000002
PRIZOR,ST,881.45,41.95,   5.00,5,881.45,833,939.2,216.65,0.2,1.72682
OCCLLTD,BE,166.95,2.14,   1.30,5,173.05,164.5,183.03,75.71,0.97785,1.650904155
