symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
MRNA,"Moderna, Inc.",174.38,111.42,176.97,185077360,6881288,69618761728
NU,Nu Holdings Ltd.,14.61,0.26,1.81,102697082,76170067,70576357376
INTC,Intel Corporation,92.8,-3.88,-4.02,108826782,120702032,490550558720
WBS,Webster Financial Corporation,77.57,-0.4,-0.51,91306424,4644914,12568934400
AAL,"American Airlines Group, Inc.",13.86,-0.19,-1.35,95599053,108760588,9174902784
NOK,Nokia Corporation Sponsored,10.13,-0.26,-2.5,79492316,102791108,56551071744
NVDA,NVIDIA Corporation,217.56,-2.18,-0.99,96854269,144516088,5269520646144
PATH,"UiPath, Inc.",15.78,0.2,1.28,72825509,66053348,8175937536
SPCX,Space Exploration Technologies ,139.65,-3.69,-2.57,72530278,121207191,1839775088640
ONDS,Ondas Inc,8.9,-0.16,-1.77,67392306,87454817,5077915648
SAN,"Banco Santander, S.A. Sponsored",14.17,-0.07,-0.49,67925389,11026658,201874096128
MARA,"MARA Holdings, Inc.",9.65,0.69,7.7,66123408,44043746,3727788032
HL,Hecla Mining Company,20.54,2.59,14.43,65429689,33281024,13776433152
BMNR,"BitMine Immersion Technologies,",20.24,1.96,10.72,70708418,35375800,12209301504
KEEL,Keel Infrastructure Corp.,3.25,0.09,2.85,60983760,45357696,2007112832
PFE,"Pfizer, Inc.",28.24,0.99,3.63,59635013,41838988,160958775296
CDE,"Coeur Mining, Inc.",20.93,2.42,13.07,52593598,35838845,21514680320
NBIS,Nebius Group N.V.,223.9,-24.53,-9.87,49444471,20886353,56847802368
F,Ford Motor Company,14.5,0.57,4.09,45359350,57105808,57820139520
CIFR,Cipher Digital Inc.,15.89,-0.2,-1.27,43887251,28200548,6594838528
PLUG,"Plug Power, Inc.",2.25,0.09,4.17,45683197,60784495,3143689216
IREN,IREN LIMITED,42.84,0.84,2.0,43477523,45772011,15310103552
MSTR,Strategy Inc,104.25,11.73,12.68,47292344,20334574,41416613888
RIG,Transocean Ltd (Switzerland),5.84,0.02,0.34,40039359,38326972,6522579968
MRVL,"Marvell Technology, Inc.",237.27,21.27,9.85,43562582,41040109,212960378880
