changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
50790,25-Aug-2026,Index Options,106964,111.1,Put,39.4,219579.0026,79.7,56174,24100,NIFTY,219579.0026,RR,24078.3,2995866,OPTIDXNIFTY25-08-2026PE24100,OPTIDX,90.42
40346,25-Aug-2026,Index Options,215895,70.1,Put,35.07,119624.78726,51.9,175549,24000,NIFTY,119624.78726,RR,24078.3,2509725,OPTIDXNIFTY25-08-2026PE24000,OPTIDX,22.98
34707,25-Aug-2026,Index Options,47324,88.25,Put,37.14,131136.54262,64.35,12617,24050,NIFTY,131136.54262,RR,24078.3,2187213,OPTIDXNIFTY25-08-2026PE24050,OPTIDX,275.08
27201,25-Aug-2026,Index Options,130181,6.45,Put,0.78,2174.63317,6.4,102980,23500,NIFTY,2174.63317,RR,24078.3,460825,OPTIDXNIFTY25-08-2026PE23500,OPTIDX,26.41
23026,25-Aug-2026,Index Options,31975,3.4,Put,23.64,182.21767,2.75,8949,22900,NIFTY,182.21767,RR,24078.3,111244,OPTIDXNIFTY25-08-2026PE22900,OPTIDX,257.3
20938,25-Aug-2026,Index Options,73740,9.35,Put,9.36,2640.47776,8.55,52802,23600,NIFTY,2640.47776,RR,24078.3,390228,OPTIDXNIFTY25-08-2026PE23600,OPTIDX,39.65
19641,25-Aug-2026,Index Options,155591,3.15,Put,5,624.95817,3,135950,23000,NIFTY,624.95817,RR,24078.3,345854,OPTIDXNIFTY25-08-2026PE23000,OPTIDX,14.45
18107,25-Aug-2026,Index Options,82900,24.7,Put,20.49,13849.27143,20.5,64793,23800,NIFTY,13849.27143,RR,24078.3,777896,OPTIDXNIFTY25-08-2026PE23800,OPTIDX,27.95
17888,25-Aug-2026,Index Options,26343,7.7,Put,4.76,1287.33696,7.35,8455,23550,NIFTY,1287.33696,RR,24078.3,235776,OPTIDXNIFTY25-08-2026PE23550,OPTIDX,211.57
17155,25-Aug-2026,Index Options,126376,14.95,Put,15,6510.74216,13,109221,23700,NIFTY,6510.74216,RR,24078.3,599792,OPTIDXNIFTY25-08-2026PE23700,OPTIDX,15.71
16298,25-Aug-2026,Index Options,58972,42,Put,28.83,26382.32922,32.6,42674,23900,NIFTY,26382.32922,RR,24078.3,897969,OPTIDXNIFTY25-08-2026PE23900,OPTIDX,38.19
15275,25-Aug-2026,Index Options,26934,54.4,Put,33.01,27461.16886,40.9,11659,23950,NIFTY,27461.16886,RR,24078.3,726534,OPTIDXNIFTY25-08-2026PE23950,OPTIDX,131.01
14281,29-Sep-2026,Index Options,53865,97.7,Put,10.52,2667.38085,88.4,39584,23500,NIFTY,2667.38085,RR,24078.3,40506,OPTIDXNIFTY29-09-2026PE23500,OPTIDX,36.08
12615,25-Aug-2026,Index Options,31224,11.3,Put,7.62,2065.20381,10.5,18609,23650,NIFTY,2065.20381,RR,24078.3,242908,OPTIDXNIFTY25-08-2026PE23650,OPTIDX,67.79
11368,25-Aug-2026,Index Options,38959,5.3,Put,10.42,734.38124,4.8,27591,23400,NIFTY,734.38124,RR,24078.3,219382,OPTIDXNIFTY25-08-2026PE23400,OPTIDX,41.2
10793,25-Aug-2026,Index Options,29979,136.65,Put,40.23,110657.82451,97.45,19186,24150,NIFTY,110657.82451,RR,24078.3,1244374,OPTIDXNIFTY25-08-2026PE24150,OPTIDX,56.25
9315,25-Aug-2026,Index Options,29486,4.75,Put,18.75,551.32882,4,20171,23300,NIFTY,551.32882,RR,24078.3,212581,OPTIDXNIFTY25-08-2026PE23300,OPTIDX,46.18
9119,29-Sep-2026,Stock Futures,22331,1128.9,-,0.33,51334.60692,1125.2,13212,0,INFY,51334.60692,RR,1119.8,11371,FUTSTKINFY29-09-2026XX0,FUTSTK,69.02
8758,25-Aug-2026,Index Options,16306,4.6,Put,4.55,299.94443,4.4,7548,23350,NIFTY,299.94443,RR,24078.3,101866,OPTIDXNIFTY25-08-2026PE23350,OPTIDX,116.03
8733,29-Sep-2026,Index Options,17278,350.45,Put,14.79,4269.37095,305.3,8545,24300,NIFTY,4269.37095,RR,24078.3,18713,OPTIDXNIFTY29-09-2026PE24300,OPTIDX,102.2
8102,25-Aug-2026,Index Options,8990,1.5,Put,25,15.57296,1.2,888,21400,NIFTY,15.57296,RR,24078.3,29948,OPTIDXNIFTY25-08-2026PE21400,OPTIDX,912.39
7987,25-Aug-2026,Index Options,17446,3.4,Put,6.25,285.2091,3.2,9459,23100,NIFTY,285.2091,RR,24078.3,149246,OPTIDXNIFTY25-08-2026PE23100,OPTIDX,84.44
7260,25-Aug-2026,Index Options,25212,32.55,Put,26.41,10369.45119,25.75,17952,23850,NIFTY,10369.45119,RR,24078.3,451032,OPTIDXNIFTY25-08-2026PE23850,OPTIDX,40.44
6661,29-Sep-2026,Stock Futures,17809,2307.2,-,0.2,52080.33402,2302.7,11148,0,TCS,52080.33402,RR,2289,10088,FUTSTKTCS29-09-2026XX0,FUTSTK,59.75
6571,01-Sep-2026,Index Options,11974,3.9,Put,5.41,30.73668,3.7,5403,22000,NIFTY,30.73668,RR,24078.3,12920,OPTIDXNIFTY01-09-2026PE22000,OPTIDX,121.62
