symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
ASTERDM,ASTERDMEQN,800,-2.2,72884777,73948298,57249293345.64,818,02-Apr-2026,,891.3,519.1,-18,779.9,800.2,835,766.1,2026-08-19 16:00:25
SHIPROCKET,SHIPROCKETEQN,143.1,9.24,217075271,224002350,31443209869.5,97,,,156,131,12.1,131,143.45,156,131,2026-08-19 16:00:25
HSCL,HSCLEQN,750.05,-4.06,31567953,33126152,24410330147.28,781.8,22-May-2026,,819.5,418.5,-31.75,782.5,750.25,785,701.7,2026-08-19 16:00:25
DHOOTTRANS,DHOOTTRANSEQN,1398.55,7.11,16268814,16993686,23397416695.38,1305.75,,,1436.3,1131,92.8,1297.7,1404.05,1436.3,1272,2026-08-19 16:00:25
BLEL,BLELEQN,508,9.25,35880810,37618013,18836091469.36,285,,,537,458.7,43,465,502.2,537,458.7,2026-08-19 16:00:25
BSE,BSEEQN,3352,1.33,4462877,4767443,15986809635.19,3308,10-Jul-2026,,4446.8,2021.5,44,3317,3352,3395,3291.7,2026-08-19 16:00:25
HDFCBANK,HDFCBANKEQN,720,-0.41,18999307,21342651,15344939215.98,723,19-Jun-2026,,1020.5,715.1,-3,724,720,725.4,715.1,2026-08-19 16:00:25
ICICIBANK,ICICIBANKEQN,1402,-0.71,8903718,10304210,14412807653.3,1412,03-Aug-2026,,1480,1187.6,-10,1412,1402,1416,1391.5,2026-08-19 16:00:25
BHARTIARTL,BHARTIARTLEQN,1922,-0.63,4212049,6252338,12058008973.28,1934.2,24-Jul-2026,,2174.5,1740.5,-12.2,1924.8,1922,1941.8,1922,2026-08-19 16:00:25
NETWEB,NETWEBEQN,5068.4,-5.34,1749225,1923210,9851931706.5,5354.5,07-Aug-2026,,5396.4,2037.3,-286.1,5324.9,5065,5338,5025,2026-08-19 16:00:25
RELIANCE,RELIANCEEQN,1311,-0.83,6437796,7489365,9832412840.25,1322,05-Jun-2026,,1611.8,1249.8,-11,1320.3,1311,1321.6,1303.5,2026-08-19 16:00:25
MCX,MCXEQN,2973,-2.2,2973477,3238717,9724863148.73,3040,02-Jan-2026,,3480,1460.8,-67,3060,2973,3068,2960.1,2026-08-19 16:00:25
CUPID,CUPIDEQN,283.5,-0.19,30067226,33857821,9618329789.68,284.03,09-Mar-2026,,299,32.87,-0.53,285.45,284.56,290.9,277.21,2026-08-19 16:00:25
INFY,INFYEQN,1119.8,0.43,7138383,8408573,9420712932.01,1115,10-Jun-2026,,1728,982.4,4.8,1125.6,1119.8,1134.7,1113.8,2026-08-19 16:00:25
ETERNAL,ETERNALEQN,320,1.3,25772958,28100651,8996423417.65,315.9,,,368.45,212.6,4.1,316.15,320,322.85,315.85,2026-08-19 16:00:25
PAYTM,PAYTMEQN,1583.5,2.41,5249197,5645397,8964946889.97,1546.3,,,1657.6,930.6,37.2,1551.1,1583.5,1604.9,1546.3,2026-08-19 16:00:25
CHENNPETRO,CHENNPETROEQN,1444.1,2.86,5416698,5720727,8372684415.39,1404,07-Aug-2026,,1489.7,620.85,40.1,1429,1440.3,1489.7,1421.2,2026-08-19 16:00:25
TCS,TCSEQN,2289,0.39,3042611,3368922,7676964696.72,2280,15-Jul-2026,,3350,1976.8,9,2293.6,2289,2308.2,2258.3,2026-08-19 16:00:25
SBIN,SBINEQN,1048.6,-0.42,6314338,7182636,7520794502.88,1053,15-May-2026,,1234.7,798.5,-4.4,1053.2,1048.6,1054.8,1041.4,2026-08-19 16:00:25
ZAGGLE,ZAGGLEEQN,185.09,11.58,35194843,39149680,7246214271.2,165.88,17-Sep-2024,,417.6,154.36,19.21,187.4,186.04,194.7,180,2026-08-19 16:00:25
