symbol,shortName,price,changePct,volume
MRNA,"Moderna, Inc.",174.38,176.97,185077360
TEM,"Tempus AI, Inc.",61.25,24.09,21786052
TWST,Twist Bioscience Corporation,142.39,22.64,3495111
BNTX,BioNTech SE,113.12,21.96,8611799
EL,"Estee Lauder Companies, Inc. (T",98.01,16.3,12611290
HYMC,Hycroft Mining Holding Corporat,27.9,15.34,3011666
AMR,"Alpha Metallurgical Resources, ",194.42,14.74,552425
XXI,"Twenty One Capital, Inc.",5.55,14.67,1854799
DRD,DRDGOLD Limited,27.83,14.53,501209
HL,Hecla Mining Company,20.54,14.43,65429689
NG,Novagold Resources Inc.,8.46,14.17,6245441
KC,Kingsoft Cloud Holdings Limited,12.37,14.11,3359135
EXK,Endeavour Silver Corporation,10.99,13.77,9364170
IOVA,"Iovance Biotherapeutics, Inc.",7.99,13.66,23876410
CDE,"Coeur Mining, Inc.",20.93,13.07,52593598
