symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,212.6,-2.26,-1.05,161326568,164663923,5149384769536
NOK,Nokia Corporation Sponsored,15.68,-0.78,-4.74,117406028,91418580,87534133248
RDW,Redwire Corporation,24.0,1.96,8.89,119851938,28116470,4774049280
PLUG,"Plug Power, Inc.",4.14,0.3,7.81,107246685,81906186,5775585792
NIO,NIO Inc.,5.75,0.49,9.32,91827253,42103733,14407585792
ONDS,Ondas Inc,10.8,1.03,10.54,91632360,73775706,5383683072
AAL,"American Airlines Group, Inc.",14.92,0.07,0.51,88734082,68301986,9867866112
INTC,Intel Corporation,121.77,-1.75,-1.42,91726271,120303098,612015996928
IREN,IREN LIMITED,67.84,8.06,13.48,83983541,40376683,24244568064
F,Ford Motor Company,15.88,0.56,3.66,76477483,57130960,63276920832
TE,T1 Energy Inc.,10.96,0.51,4.88,72772515,22240713,3060814592
VRRM,Verra Mobility Corporation,3.85,-9.23,-70.57,73797152,1719538,584840640
MU,"Micron Technology, Inc.",928.41,32.53,3.63,71335829,47145753,1046999531520
SOFI,"SoFi Technologies, Inc.",16.17,0.19,1.19,65666486,65055731,20741926912
ACHR,Archer Aviation Inc.,6.55,0.04,0.61,57994028,34398153,4996765184
OPEN,Opendoor Technologies Inc,4.75,0.27,6.03,54394586,36404811,4582498816
KEEL,Keel Infrastructure Corp.,5.505,0.38,7.31,50936815,33770006,3324076800
RGTI,"Rigetti Computing, Inc.",24.62,-0.44,-1.78,55988731,34352816,8183659008
BB,BlackBerry Limited,8.67,0.25,2.97,50044624,18189446,5081152000
BSX,Boston Scientific Corporation,50.46,-7.18,-12.46,52626530,16510686,75001479168
TSLA,"Tesla, Inc.",440.36,6.77,1.56,44260767,61800265,1653870428160
GRAB,Grab Holdings Limited,3.64,0.05,1.39,45526765,50138455,14887600128
AAPL,Apple Inc.,310.85,2.52,0.82,50328044,43668981,4565564915712
MRVL,"Marvell Technology, Inc.",198.7,-9.56,-4.59,49971741,26312148,173972406272
PATH,"UiPath, Inc.",11.16,0.07,0.63,40723806,31935766,5808147968
