symbol,regPrice,postPrice,postChange,direction
SNOW,175.26,237.6,35.57,UP
MDB,294.46,325.08,10.4,UP
DELL,305.32,324.87,6.4,UP
NOW,102.12,106.0,3.8,UP
DDOG,221.81,230.21,3.79,UP
PATH,11.16,11.48,2.85,UP
