symbol,shortName,price,changePct,volume
ZS,"Zscaler, Inc.",126.41,-31.52,31475261
WOLF,"Wolfspeed, Inc.",63.26,-13.93,16463649
BRAI,Braiin Limited,10.79,-13.61,481795
BSX,Boston Scientific Corporation,50.46,-12.46,52626530
PDD,PDD Holdings Inc.,86.61,-10.38,39781416
GFS,GlobalFoundries Inc.,81.11,-9.84,20980513
YOU,"Clear Secure, Inc.",56.54,-9.33,1550148
NVTS,Navitas Semiconductor Corporati,28.88,-9.15,35685695
NTSK,"Netskope, Inc.",11.13,-8.17,5761184
INVX,"Innovex International, Inc.",27.65,-7.68,403564
AXTI,AXT Inc,122.77,-7.41,8746637
INOD,Innodata Inc.,89.0,-7.2,1652364
XE,"X-Energy, Inc.",27.54,-7.18,4593207
SSL,Sasol Ltd.,12.51,-6.99,1994731
NVCR,NovoCure Limited,16.99,-6.96,1409820
