changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
48510,02-Jun-2026,Index Options,135466,2.85,Call,-45.19,1210.52661,5.2,86956,25000,NIFTY,1210.52661,RS,23907.15,674764,OPTIDXNIFTY02-06-2026CE25000,OPTIDX,55.79
47393,02-Jun-2026,Index Options,120361,15.85,Call,-44.68,9330.47565,28.65,72968,24500,NIFTY,9330.47565,RS,23907.15,887729,OPTIDXNIFTY02-06-2026CE24500,OPTIDX,64.95
43235,02-Jun-2026,Index Options,89092,123.85,Put,-24.37,252068.53211,163.75,45857,23900,NIFTY,252068.53211,RS,23907.15,2785103,OPTIDXNIFTY02-06-2026PE23900,OPTIDX,94.28
43196,02-Jun-2026,Index Options,133082,137.25,Call,-14.17,190901.03097,159.9,89886,24000,NIFTY,190901.03097,RS,23907.15,2199460,OPTIDXNIFTY02-06-2026CE24000,OPTIDX,48.06
40674,02-Jun-2026,Index Options,111794,3.2,Put,-56.76,1731.31654,7.4,71120,23000,NIFTY,1731.31654,RS,23907.15,659298,OPTIDXNIFTY02-06-2026PE23000,OPTIDX,57.19
37699,02-Jun-2026,Index Options,63401,6.4,Call,-51.15,1793.94573,13.1,25702,24700,NIFTY,1793.94573,RS,23907.15,416277,OPTIDXNIFTY02-06-2026CE24700,OPTIDX,146.68
34618,02-Jun-2026,Index Options,90458,6,Put,-58.76,3902.71272,14.55,55840,23200,NIFTY,3902.71272,RS,23907.15,775733,OPTIDXNIFTY02-06-2026PE23200,OPTIDX,61.99
31892,02-Jun-2026,Index Options,76980,188.25,Call,-9.54,280136.49409,208.1,45088,23900,NIFTY,280136.49409,RS,23907.15,2401266,OPTIDXNIFTY02-06-2026CE23900,OPTIDX,70.73
30716,02-Jun-2026,Index Options,82669,64.5,Call,-24.69,37540.1362,85.65,51953,24200,NIFTY,37540.1362,RS,23907.15,930017,OPTIDXNIFTY02-06-2026CE24200,OPTIDX,59.12
29132,02-Jun-2026,Index Options,57720,36.8,Put,-41.96,18608.31765,63.4,28588,23600,NIFTY,18608.31765,RS,23907.15,645797,OPTIDXNIFTY02-06-2026PE23600,OPTIDX,101.9
28424,02-Jun-2026,Index Options,59000,15.05,Put,-51.37,6304.18846,30.95,30576,23400,NIFTY,6304.18846,RS,23907.15,512619,OPTIDXNIFTY02-06-2026PE23400,OPTIDX,92.96
26335,02-Jun-2026,Index Options,65289,41.2,Call,-31.84,18287.71984,60.45,38954,24300,NIFTY,18287.71984,RS,23907.15,704960,OPTIDXNIFTY02-06-2026CE24300,OPTIDX,67.61
25248,02-Jun-2026,Index Options,110577,1.2,Call,-31.43,207.95973,1.75,85329,25500,NIFTY,207.95973,RS,23907.15,278207,OPTIDXNIFTY02-06-2026CE25500,OPTIDX,29.59
25165,30-Jun-2026,Stock Futures,608503,753.35,-,-2.4,291850.61488,771.85,583338,0,HDFCBANK,291850.61488,RS,759.15,70192,FUTSTKHDFCBANK30-06-2026XX0,FUTSTK,4.31
24774,02-Jun-2026,Index Options,66861,95,Call,-20,64464.53157,118.75,42087,24100,NIFTY,64464.53157,RS,23907.15,1074382,OPTIDXNIFTY02-06-2026CE24100,OPTIDX,58.86
24460,02-Jun-2026,Index Options,49686,1.65,Call,-47.62,223.21884,3.15,25226,25200,NIFTY,223.21884,RS,23907.15,202008,OPTIDXNIFTY02-06-2026CE25200,OPTIDX,96.96
24303,02-Jun-2026,Index Options,60442,9.95,Call,-48.58,2800.30826,19.35,36139,24600,NIFTY,2800.30826,RS,23907.15,417458,OPTIDXNIFTY02-06-2026CE24600,OPTIDX,67.25
23852,02-Jun-2026,Index Options,82592,23.65,Put,-46.25,15879.66523,44,58740,23500,NIFTY,15879.66523,RS,23907.15,837513,OPTIDXNIFTY02-06-2026PE23500,OPTIDX,40.61
23831,02-Jun-2026,Index Options,42630,2.05,Call,-46.05,371.92038,3.8,18799,25100,NIFTY,371.92038,RS,23907.15,283260,OPTIDXNIFTY02-06-2026CE25100,OPTIDX,126.77
23538,02-Jun-2026,Index Options,42071,2.35,Put,-57.27,767.92233,5.5,18533,22900,NIFTY,767.92233,RS,23907.15,392498,OPTIDXNIFTY02-06-2026PE22900,OPTIDX,127.01
22678,02-Jun-2026,Index Options,64877,25.75,Call,-37.88,9964.3452,41.45,42199,24400,NIFTY,9964.3452,RS,23907.15,598585,OPTIDXNIFTY02-06-2026CE24400,OPTIDX,53.74
22178,09-Jun-2026,Index Options,26964,5,Put,-15.25,124.42145,5.9,4786,22000,NIFTY,124.42145,RS,23907.15,38131,OPTIDXNIFTY09-06-2026PE22000,OPTIDX,463.39
21829,02-Jun-2026,Index Options,29499,3,Call,-48.28,338.95121,5.8,7670,24950,NIFTY,338.95121,RS,23907.15,168214,OPTIDXNIFTY02-06-2026CE24950,OPTIDX,284.6
20540,02-Jun-2026,Index Options,59833,85.55,Put,-30.36,84247.02325,122.85,39293,23800,NIFTY,84247.02325,RS,23907.15,1321750,OPTIDXNIFTY02-06-2026PE23800,OPTIDX,52.27
20462,02-Jun-2026,Index Options,26683,103.1,Put,-27.5,83772.47021,142.2,6221,23850,NIFTY,83772.47021,RS,23907.15,1085860,OPTIDXNIFTY02-06-2026PE23850,OPTIDX,328.92
